Date,adj_close,close,high,low,open,volume
2024-02-06,188.37713623046875,189.3000030517578,189.30999755859375,186.77000427246094,186.86000061035156,43490800
2024-02-07,188.48660278320312,189.41000366210938,191.0500030517578,188.61000061035156,190.63999938964844,53439000
2024-02-08,187.40191650390625,188.32000732421875,189.5399932861328,187.35000610351562,189.38999938964844,40962000
2024-02-09,188.1691436767578,188.85000610351562,189.99000549316406,188.0,188.64999389648438,45155200
2024-02-12,186.4752655029297,187.14999389648438,188.6699981689453,186.7899932861328,188.4199981689453,41781900
2024-02-13,184.37286376953125,185.0399932861328,186.2100067138672,183.50999450683594,185.77000427246094,56529500
2024-02-14,183.48606872558594,184.14999389648438,185.52999877929688,182.44000244140625,185.32000732421875,54630500
2024-02-15,183.19712829589844,183.86000061035156,184.49000549316406,181.35000610351562,183.5500030517578,65434500
2024-02-16,181.65269470214844,182.30999755859375,184.85000610351562,181.6699981689453,183.4199981689453,49701400
2024-02-20,180.90541076660156,181.55999755859375,182.42999267578125,180.0,181.7899932861328,53665600
2024-02-21,181.66268920898438,182.32000732421875,182.88999938964844,180.66000366210938,181.94000244140625,41529700
2024-02-22,183.7052764892578,184.3699951171875,184.9600067138672,182.4600067138672,183.47999572753906,52292200
2024-02-23,181.86195373535156,182.52000427246094,185.0399932861328,182.22999572753906,185.00999450683594,45119700
2024-02-26,180.50686645507812,181.16000366210938,182.75999450683594,180.64999389648438,182.24000549316406,40867400
2024-02-27,181.9715576171875,182.6300048828125,183.9199981689453,179.55999755859375,181.10000610351562,54318900
2024-02-28,180.7659149169922,181.4199981689453,183.1199951171875,180.1300048828125,182.50999450683594,48953900
2024-02-29,180.09832763671875,180.75,182.57000732421875,179.52999877929688,181.27000427246094,136682600
2024-03-01,179.0122833251953,179.66000366210938,180.52999877929688,177.3800048828125,179.5500030517578,73488000
2024-03-04,174.4687042236328,175.10000610351562,176.89999389648438,173.7899932861328,176.14999389648438,81510100
2024-03-05,169.5066680908203,170.1199951171875,172.0399932861328,169.6199951171875,170.75999450683594,95132400
2024-03-06,168.51025390625,169.1199951171875,171.24000549316406,168.67999267578125,171.05999755859375,68587700
2024-03-07,168.3907012939453,169.0,170.72999572753906,168.49000549316406,169.14999389648438,71765100
2024-03-08,170.11444091796875,170.72999572753906,173.6999969482422,168.94000244140625,169.0,76114600
2024-03-11,172.12718200683594,172.75,174.3800048828125,172.0500030517578,172.94000244140625,60139500
2024-03-12,172.60543823242188,173.22999572753906,174.02999877929688,171.00999450683594,173.14999389648438,59825400
2024-03-13,170.51303100585938,171.1300048828125,173.19000244140625,170.75999450683594,172.77000427246094,52488700
2024-03-14,172.37628173828125,173.0,174.30999755859375,172.0500030517578,172.91000366210938,72913500
2024-03-15,171.99765014648438,172.6199951171875,172.6199951171875,170.2899932861328,171.1699981689453,121664700
2024-03-18,173.0936737060547,173.72000122070312,177.7100067138672,173.52000427246094,175.57000732421875,75604200
2024-03-19,175.44517517089844,176.0800018310547,176.61000061035156,173.02999877929688,174.33999633789062,55215200
2024-03-20,178.02584838867188,178.6699981689453,178.6699981689453,175.08999633789062,175.72000122070312,53423100
2024-03-21,170.7521514892578,171.3699951171875,177.49000549316406,170.83999633789062,177.0500030517578,106181300
2024-03-22,171.65887451171875,172.27999877929688,173.0500030517578,170.05999755859375,171.75999450683594,71106600
2024-03-25,170.23403930664062,170.85000610351562,171.94000244140625,169.4499969482422,170.57000732421875,54288300
2024-03-26,169.09815979003906,169.7100067138672,171.4199981689453,169.5800018310547,170.0,57388400
2024-03-27,172.68515014648438,173.30999755859375,173.60000610351562,170.11000061035156,170.41000366210938,60273300
2024-03-28,170.86175537109375,171.47999572753906,172.22999572753906,170.50999450683594,171.75,65672700
2024-04-01,169.4169921875,170.02999877929688,171.25,169.47999572753906,171.19000244140625,46240500
2024-04-02,168.23126220703125,168.83999633789062,169.33999633789062,168.22999572753906,169.0800018310547,49329500
2024-04-03,169.03834533691406,169.64999389648438,170.67999267578125,168.5800018310547,168.7899932861328,47691700
2024-04-04,168.21136474609375,168.82000732421875,171.9199981689453,168.82000732421875,170.2899932861328,53704400
2024-04-05,168.96859741210938,169.5800018310547,170.38999938964844,168.9499969482422,169.58999633789062,42055200
2024-04-08,167.84268188476562,168.4499969482422,169.1999969482422,168.24000549316406,169.02999877929688,37425500
2024-04-09,169.0582733154297,169.6699981689453,170.0800018310547,168.35000610351562,168.6999969482422,42451200
2024-04-10,167.1750946044922,167.77999877929688,169.08999633789062,167.11000061035156,168.8000030517578,49709300
2024-04-11,174.40892028808594,175.0399932861328,175.4600067138672,168.16000366210938,168.33999633789062,91070300
2024-04-12,175.91348266601562,176.5500030517578,178.36000061035156,174.2100067138672,174.25999450683594,101593300
2024-04-15,172.0673828125,172.69000244140625,176.6300048828125,172.5,175.36000061035156,73531800
2024-04-16,168.7693328857422,169.3800048828125,173.75999450683594,168.27000427246094,171.75,73711200
2024-04-17,167.39430236816406,168.0,170.64999389648438,168.0,169.61000061035156,50901200
2024-04-18,166.43775939941406,167.0399932861328,168.63999938964844,166.5500030517578,168.02999877929688,43122900
2024-04-19,164.40512084960938,165.0,166.39999389648438,164.0800018310547,166.2100067138672,67772100
2024-04-22,165.24208068847656,165.83999633789062,167.25999450683594,164.77000427246094,165.52000427246094,48116400
2024-04-23,166.29824829101562,166.89999389648438,167.0500030517578,164.9199981689453,165.35000610351562,49537800
2024-04-24,168.41062927246094,169.02000427246094,169.3000030517578,166.2100067138672,166.5399932861328,48251800
2024-04-25,169.27749633789062,169.88999938964844,170.61000061035156,168.14999389648438,169.52999877929688,50558300
2024-04-26,168.6896209716797,169.3000030517578,171.33999633789062,169.17999267578125,169.8800048828125,44838400
2024-04-29,172.8744659423828,173.5,176.02999877929688,173.10000610351562,173.3699951171875,68169400
2024-04-30,169.71591186523438,170.3300018310547,174.99000549316406,170.0,173.3300018310547,65934800
2024-05-01,168.6896209716797,169.3000030517578,172.7100067138672,169.11000061035156,169.5800018310547,50383100
2024-05-02,172.40615844726562,173.02999877929688,173.4199981689453,170.88999938964844,172.50999450683594,94214900
2024-05-03,182.71884155273438,183.3800048828125,187.0,182.66000366210938,186.64999389648438,163224100
2024-05-06,181.0548858642578,181.7100067138672,184.1999969482422,180.4199981689453,182.35000610351562,78569700
2024-05-07,181.74237060546875,182.39999389648438,184.89999389648438,181.32000732421875,183.4499969482422,77305800
2024-05-08,182.08116149902344,182.74000549316406,183.07000732421875,181.4499969482422,182.85000610351562,45057100
2024-05-09,183.90457153320312,184.57000732421875,184.66000366210938,182.11000061035156,182.55999755859375,48983000
2024-05-10,182.63742065429688,183.0500030517578,185.08999633789062,182.1300048828125,184.89999389648438,50759500
2024-05-13,185.8601531982422,186.27999877929688,187.10000610351562,184.6199951171875,185.44000244140625,72044800
2024-05-14,187.00755310058594,187.42999267578125,188.3000030517578,186.2899932861328,187.50999450683594,52393600
2024-05-15,189.2924041748047,189.72000122070312,190.64999389648438,187.3699951171875,187.91000366210938,70400000
2024-05-16,189.41212463378906,189.83999633789062,191.10000610351562,189.66000366210938,190.47000122070312,52845200
2024-05-17,189.4420623779297,189.8699951171875,190.80999755859375,189.17999267578125,189.50999450683594,41282900
2024-05-20,190.6094207763672,191.0399932861328,191.9199981689453,189.00999450683594,189.3300018310547,44361300
2024-05-21,191.91647338867188,192.35000610351562,192.72999572753906,190.9199981689453,191.08999633789062,42309400
2024-05-22,190.46974182128906,190.89999389648438,192.82000732421875,190.27000427246094,192.27000427246094,34648500
2024-05-23,186.45880126953125,186.8800048828125,191.0,186.6300048828125,190.97999572753906,51005900
2024-05-24,189.5518035888672,189.97999572753906,190.5800018310547,188.0399932861328,188.82000732421875,36294600
2024-05-28,189.56179809570312,189.99000549316406,193.0,189.10000610351562,191.50999450683594,52280100
2024-05-29,189.86111450195312,190.2899932861328,192.25,189.50999450683594,189.61000061035156,53068000
2024-05-30,190.85885620117188,191.2899932861328,192.17999267578125,190.6300048828125,190.75999450683594,49947900
2024-05-31,191.8166961669922,192.25,192.57000732421875,189.91000366210938,191.44000244140625,75158300
2024-06-03,193.59266662597656,194.02999877929688,194.99000549316406,192.52000427246094,192.89999389648438,50080500
2024-06-04,193.91195678710938,194.35000610351562,195.32000732421875,193.02999877929688,194.63999938964844,47471400
2024-06-05,195.42852783203125,195.8699951171875,196.89999389648438,194.8699951171875,195.39999389648438,54156800
2024-06-06,194.04165649414062,194.47999572753906,196.5,194.1699981689453,195.69000244140625,41181800
2024-06-07,196.4462432861328,196.88999938964844,196.94000244140625,194.13999938964844,194.64999389648438,53103900
2024-06-10,192.68472290039062,193.1199951171875,197.3000030517578,192.14999389648438,196.89999389648438,97262100
2024-06-11,206.68310546875,207.14999389648438,207.16000366210938,193.6300048828125,193.64999389648438,172373300
2024-06-12,212.58978271484375,213.07000732421875,220.1999969482422,206.89999389648438,207.3699951171875,198134300
2024-06-13,213.75714111328125,214.24000549316406,216.75,211.60000610351562,214.74000549316406,97862700
2024-06-14,212.01107788085938,212.49000549316406,215.1699981689453,211.3000030517578,213.85000610351562,70122700
2024-06-17,216.18165588378906,216.6699981689453,218.9499969482422,212.72000122070312,213.3699951171875,93728300
2024-06-18,213.8070068359375,214.2899932861328,218.6300048828125,213.0,217.58999633789062,79943300
2024-06-20,209.20741271972656,209.67999267578125,214.24000549316406,208.85000610351562,213.92999267578125,86172500
2024-06-21,207.02235412597656,207.49000549316406,211.88999938964844,207.11000061035156,210.38999938964844,246421400
2024-06-24,207.67086791992188,208.13999938964844,212.6999969482422,206.58999633789062,207.72000122070312,80727000
2024-06-25,208.59878540039062,209.07000732421875,211.3800048828125,208.61000061035156,209.14999389648438,56713900
2024-06-26,212.7693634033203,213.25,214.86000061035156,210.63999938964844,211.5,66213200
2024-06-27,213.61746215820312,214.10000610351562,215.74000549316406,212.35000610351562,214.69000244140625,49772700
2024-06-28,210.14527893066406,210.6199951171875,216.07000732421875,210.3000030517578,215.77000427246094,82542700
2024-07-01,216.261474609375,216.75,217.50999450683594,211.9199981689453,212.08999633789062,60402900
2024-07-02,219.77354431152344,220.27000427246094,220.3800048828125,215.10000610351562,216.14999389648438,58046200
2024-07-03,221.0506591796875,221.5500030517578,221.5500030517578,219.02999877929688,220.0,37369800
2024-07-05,225.82984924316406,226.33999633789062,226.4499969482422,221.64999389648438,221.64999389648438,60412400
2024-07-08,227.30653381347656,227.82000732421875,227.85000610351562,223.25,227.08999633789062,59085900
2024-07-09,228.16458129882812,228.67999267578125,229.39999389648438,226.3699951171875,227.92999267578125,48076100
2024-07-10,232.4548797607422,232.97999572753906,233.0800018310547,229.25,229.3000030517578,62627700
2024-07-11,227.05709838867188,227.57000732421875,232.38999938964844,225.77000427246094,231.38999938964844,64710600
2024-07-12,230.0203857421875,230.5399932861328,232.63999938964844,228.67999267578125,228.9199981689453,53046500
2024-07-15,233.87168884277344,234.39999389648438,237.22999572753906,233.08999633789062,236.47999572753906,62631300
2024-07-16,234.29075622558594,234.82000732421875,236.27000427246094,232.3300018310547,235.0,43234300
2024-07-17,228.3641357421875,228.8800048828125,231.4600067138672,226.63999938964844,229.4499969482422,57345900
2024-07-18,223.67471313476562,224.17999267578125,230.44000244140625,222.27000427246094,230.27999877929688,66034600
2024-07-19,223.80442810058594,224.30999755859375,226.8000030517578,223.27999877929688,224.82000732421875,49151500
2024-07-22,223.45523071289062,223.9600067138672,227.77999877929688,223.08999633789062,227.00999450683594,48201800
2024-07-23,224.5028533935547,225.00999450683594,226.94000244140625,222.67999267578125,224.3699951171875,39960300
2024-07-24,218.04742431640625,218.5399932861328,224.8000030517578,217.1300048828125,224.0,61777600
2024-07-25,216.99981689453125,217.49000549316406,220.85000610351562,214.6199951171875,218.92999267578125,51391200
2024-07-26,217.46875,217.9600067138672,219.49000549316406,216.00999450683594,218.6999969482422,41601300
2024-07-29,217.7481231689453,218.24000549316406,219.3000030517578,215.75,216.9600067138672,36311800
2024-07-30,218.30685424804688,218.8000030517578,220.3300018310547,216.1199951171875,219.19000244140625,41643800
2024-07-31,221.5794677734375,222.0800018310547,223.82000732421875,220.6300048828125,221.44000244140625,50036300
2024-08-01,217.8678436279297,218.36000061035156,224.47999572753906,217.02000427246094,224.3699951171875,62501000
2024-08-02,219.3644561767578,219.86000061035156,225.60000610351562,217.7100067138672,219.14999389648438,105568600
2024-08-05,208.79833984375,209.27000427246094,213.5,196.0,199.08999633789062,119548600
2024-08-06,206.76292419433594,207.22999572753906,209.99000549316406,201.07000732421875,205.3000030517578,69660500
2024-08-07,209.34710693359375,209.82000732421875,213.63999938964844,206.38999938964844,206.89999389648438,63516400
2024-08-08,212.8292236328125,213.30999755859375,214.1999969482422,208.8300018310547,213.11000061035156,47161100
2024-08-09,215.7526397705078,216.24000549316406,216.77999877929688,211.97000122070312,212.10000610351562,42201600
2024-08-12,217.2909393310547,217.52999877929688,219.50999450683594,215.60000610351562,216.07000732421875,38028100
2024-08-13,221.02682495117188,221.27000427246094,221.88999938964844,219.00999450683594,219.00999450683594,44155300
2024-08-14,221.47633361816406,221.72000122070312,223.02999877929688,219.6999969482422,220.57000732421875,41960600
2024-08-15,224.47303771972656,224.72000122070312,225.35000610351562,222.75999450683594,224.60000610351562,46414000
2024-08-16,225.80157470703125,226.0500030517578,226.8300018310547,223.64999389648438,223.9199981689453,44340200
2024-08-19,225.64175415039062,225.88999938964844,225.99000549316406,223.0399932861328,225.72000122070312,40687800
2024-08-20,226.2610626220703,226.50999450683594,227.1699981689453,225.4499969482422,225.77000427246094,30299000
2024-08-21,226.15118408203125,226.39999389648438,227.97999572753906,225.0500030517578,226.52000427246094,34765500
2024-08-22,224.2832489013672,224.52999877929688,228.33999633789062,223.89999389648438,227.7899932861328,43695300
2024-08-23,226.5906982421875,226.83999633789062,228.22000122070312,224.3300018310547,225.66000366210938,38677300
2024-08-26,226.93032836914062,227.17999267578125,227.27999877929688,223.88999938964844,226.75999450683594,30602200
2024-08-27,227.77938842773438,228.02999877929688,228.85000610351562,224.88999938964844,226.0,35934600
2024-08-28,226.2410888671875,226.49000549316406,229.86000061035156,225.67999267578125,227.9199981689453,38052200
2024-08-29,229.53746032714844,229.7899932861328,232.9199981689453,228.8800048828125,230.10000610351562,51906300
2024-08-30,228.7483367919922,229.0,230.39999389648438,227.47999572753906,230.19000244140625,52990800
2024-09-03,222.52517700195312,222.77000427246094,229.0,221.1699981689453,228.5500030517578,50190600
2024-09-04,220.6072998046875,220.85000610351562,221.77999877929688,217.47999572753906,221.66000366210938,43840200
2024-09-05,222.13560485839844,222.3800048828125,225.47999572753906,221.52000427246094,221.6300048828125,36615400
2024-09-06,220.57733154296875,220.82000732421875,225.24000549316406,219.77000427246094,223.9499969482422,48423000
2024-09-09,220.66722106933594,220.91000366210938,221.27000427246094,216.7100067138672,220.82000732421875,67180000
2024-09-10,219.86810302734375,220.11000061035156,221.47999572753906,216.72999572753906,218.9199981689453,51591000
2024-09-11,222.41529846191406,222.66000366210938,223.08999633789062,217.88999938964844,221.4600067138672,44587100
2024-09-12,222.52517700195312,222.77000427246094,223.5500030517578,219.82000732421875,222.5,37498200
2024-09-13,222.25547790527344,222.5,224.0399932861328,221.91000366210938,223.5800018310547,36766600
2024-09-16,216.082275390625,216.32000732421875,217.22000122070312,213.9199981689453,216.5399932861328,59357400
2024-09-17,216.55174255371094,216.7899932861328,216.89999389648438,214.5,215.75,45519300
2024-09-18,220.4474639892578,220.69000244140625,222.7100067138672,217.5399932861328,217.5500030517578,59894900
2024-09-19,228.61846923828125,228.8699951171875,229.82000732421875,224.6300048828125,224.99000549316406,66781300
2024-09-20,227.94920349121094,228.1999969482422,233.08999633789062,227.6199951171875,229.97000122070312,318679900
2024-09-23,226.2211151123047,226.47000122070312,229.4499969482422,225.80999755859375,227.33999633789062,54146000
2024-09-24,227.1201171875,227.3699951171875,229.35000610351562,225.72999572753906,228.64999389648438,43556100
2024-09-25,226.1212158203125,226.3699951171875,227.2899932861328,224.02000427246094,224.92999267578125,42308700
2024-09-26,227.26995849609375,227.52000427246094,228.5,225.41000366210938,227.3000030517578,36636700
2024-09-27,227.53965759277344,227.7899932861328,229.52000427246094,227.3000030517578,228.4600067138672,34026000
2024-09-30,232.7439422607422,233.0,233.0,229.64999389648438,230.0399932861328,54541900
2024-10-01,225.96141052246094,226.2100067138672,229.64999389648438,223.74000549316406,229.52000427246094,63285000
2024-10-02,226.53077697753906,226.77999877929688,227.3699951171875,223.02000427246094,225.88999938964844,32880600
2024-10-03,225.42198181152344,225.6699981689453,226.80999755859375,223.32000732421875,225.13999938964844,34044200
2024-10-04,226.55075073242188,226.8000030517578,228.0,224.1300048828125,227.89999389648438,37245100
2024-10-07,221.4463653564453,221.69000244140625,225.69000244140625,221.3300018310547,224.5,39505400
2024-10-08,225.52188110351562,225.77000427246094,225.97999572753906,223.25,224.3000030517578,31855700
2024-10-09,229.28773498535156,229.5399932861328,229.75,224.8300018310547,225.22999572753906,33591100
2024-10-10,228.7882843017578,229.0399932861328,229.5,227.1699981689453,227.77999877929688,28183500
2024-10-11,227.2999267578125,227.5500030517578,229.41000366210938,227.33999633789062,229.3000030517578,31759200
2024-10-14,231.04580688476562,231.3000030517578,231.72999572753906,228.60000610351562,228.6999969482422,39882100
2024-10-15,233.59300231933594,233.85000610351562,237.49000549316406,232.3699951171875,233.61000061035156,64751400
2024-10-16,231.5252685546875,231.77999877929688,232.1199951171875,229.83999633789062,231.60000610351562,34082200
2024-10-17,231.89486694335938,232.14999389648438,233.85000610351562,230.52000427246094,233.42999267578125,32993800
2024-10-18,234.74172973632812,235.0,236.17999267578125,234.00999450683594,236.17999267578125,46431500
2024-10-21,236.22010803222656,236.47999572753906,236.85000610351562,234.4499969482422,234.4499969482422,36254500
2024-10-22,235.60079956054688,235.86000061035156,236.22000122070312,232.60000610351562,233.88999938964844,38846600
2024-10-23,230.5063934326172,230.75999450683594,235.13999938964844,227.75999450683594,234.0800018310547,52287000
2024-10-24,230.31661987304688,230.57000732421875,230.82000732421875,228.41000366210938,229.97999572753906,31109500
2024-10-25,231.1556854248047,231.41000366210938,233.22000122070312,229.57000732421875,229.74000549316406,38802300
2024-10-28,233.14349365234375,233.39999389648438,234.72999572753906,232.5500030517578,233.32000732421875,36087100
2024-10-29,233.41319274902344,233.6699981689453,234.3300018310547,232.32000732421875,233.10000610351562,35417200
2024-10-30,229.8471221923828,230.10000610351562,233.47000122070312,229.5500030517578,232.61000061035156,47070900
2024-10-31,225.66172790527344,225.91000366210938,229.8300018310547,225.3699951171875,229.33999633789062,64370100
2024-11-01,222.66502380371094,222.91000366210938,225.35000610351562,220.27000427246094,220.97000122070312,65276700
2024-11-04,221.76600646972656,222.00999450683594,222.7899932861328,219.7100067138672,220.99000549316406,44944500
2024-11-05,223.2044219970703,223.4499969482422,223.9499969482422,221.13999938964844,221.8000030517578,28111300
2024-11-06,222.47523498535156,222.72000122070312,226.07000732421875,221.19000244140625,222.61000061035156,54561100
2024-11-07,227.22999572753906,227.47999572753906,227.8800048828125,224.57000732421875,224.6300048828125,42137700
2024-11-08,226.9600067138672,226.9600067138672,228.66000366210938,226.41000366210938,227.1699981689453,38328800
2024-11-11,224.22999572753906,224.22999572753906,225.6999969482422,221.5,225.0,42005600
2024-11-12,224.22999572753906,224.22999572753906,225.58999633789062,223.36000061035156,224.5500030517578,40398300
2024-11-13,225.1199951171875,225.1199951171875,226.64999389648438,222.75999450683594,224.00999450683594,48566200
2024-11-14,228.22000122070312,228.22000122070312,228.8699951171875,225.0,225.02000427246094,44923900
2024-11-15,225.0,225.0,226.9199981689453,224.27000427246094,226.39999389648438,47923700
2024-11-18,228.02000427246094,228.02000427246094,229.74000549316406,225.1699981689453,225.25,44686000
2024-11-19,228.27999877929688,228.27999877929688,230.16000366210938,226.66000366210938,226.97999572753906,36211800
2024-11-20,229.0,229.0,229.92999267578125,225.88999938964844,228.05999755859375,35169600
2024-11-21,228.52000427246094,228.52000427246094,230.16000366210938,225.7100067138672,228.8800048828125,42108300
2024-11-22,229.8699951171875,229.8699951171875,230.72000122070312,228.05999755859375,228.05999755859375,38168300
2024-11-25,232.8699951171875,232.8699951171875,233.25,229.74000549316406,231.4600067138672,90152800
2024-11-26,235.05999755859375,235.05999755859375,235.57000732421875,233.3300018310547,233.3300018310547,45986200
2024-11-27,234.92999267578125,234.92999267578125,235.69000244140625,233.80999755859375,234.47000122070312,33498400
2024-11-29,237.3300018310547,237.3300018310547,237.80999755859375,233.97000122070312,234.80999755859375,28481400
2024-12-02,239.58999633789062,239.58999633789062,240.7899932861328,237.16000366210938,237.27000427246094,48137100
2024-12-03,242.64999389648438,242.64999389648438,242.75999450683594,238.89999389648438,239.80999755859375,38808200
